PipelineRange,CurrentOppAmt,IsWon,QualifiedAmt,OwnerTitle,SalesOffice,SalesRegion,Industry,NumerOfEmployees,AccountScore,OppId,IsClosed,DaysPushed,MonthsOpen,OppClosedDate
p7-9,500,0,500,Senior Account Executive,Tampa,Southern,Healthcare,1200,31,0064400000sMvnrAAC,1,153,8,11/30/2019
p0-3,500,0,500,Senior Account Executive,Chicago,Central,Energy,90,23,0064400000sMvSZAA0,1,58,3,6/28/2019
p13+,500,0,500,Senior Account Executive,Charlotte,Coastal,Government,2200,43,0064400000sMw31AAC,1,97,13,4/6/2020
p0-3,484,1,100,Senior Account Executive,Charlotte,Coastal,Banking,200,27,0064400000sMw4iAAC,1,3,1,4/4/2019
p0-3,29707,0,12343,Senior Account Executive,Long Island,New York,Insurance,30900,68,0064400000sMWg1AAG,1,0,3,6/30/2019
p0-3,60,1,60,NULL,Pittsburgh,Mid Atlantic,Healthcare,1100,54,0064400000sMwgwAAC,1,28,0,3/29/2019
p0-3,500,0,500,Senior Account Executive,Enterprise,Enterprise,Not For Profit,45,19,0064400000sMwxnAAC,1,0,0,3/31/2019
p7-9,500,0,500,Senior Account Executive,Charlotte,Coastal,Education,4700,42,0064400000sMxGLAA0,1,0,9,12/31/2019
p4-6,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Utilities,4000,79,0064400000sMxxdAAC,1,152,5,8/30/2019
p0-3,30,0,30,Internal Accounts Manager,Support,Customer Success,Machinery,170,28,0062S00000szkQaQAI,1,0,0,12/17/2019
p13+,500,0,500,Revenue Operations Team Lead,Grand Rapids,Mid Western,Apparel,3000,67,0062S00000szl2PQAQ,0,457,15,8/31/2021
p0-3,28,1,100,Internal Accounts Manager,Support,Customer Success,Utilities,150,24,0062S00000szLIxQAM,1,0,0,11/25/2019
p10-12,500,0,500,Senior Account Executive,Newark,New York,Consulting,628,48,0062S00000szlNwQAI,1,101,10,10/9/2020
p0-3,632,1,200,Senior Account Executive,Washington DC,Mid Atlantic,Professional Services,19095,95,0062S00000szLqaQAE,1,13,1,12/13/2019
p0-3,281,1,100,Senior Account Executive,Detroit,Mid Western,Manufacturing,150,28,0062S00000szLsvQAE,1,0,0,11/27/2019
p13+,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Healthcare,5000,52,0062S00000szM27QAE,1,74,16,3/15/2021
p0-3,500,0,500,Senior Account Executive,Pittsburgh,Mid Atlantic,Other,740,41,0062S00000szM9wQAE,1,0,1,12/31/2019
p10-12,1000,0,1000,Senior Account Executive,Chicago,Central,Biotechnology,1375,67,0062S00000szmlkQAA,1,3,12,12/10/2020
p4-6,765,0,0,NULL,Dallas,Red River,Education,88,26,0062S00000szNaKQAU,1,16,4,3/16/2020
p10-12,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Chemicals,700,41,0062S00000tyG0rQAE,1,149,12,8/27/2020
p0-3,90,0,500,Senior Account Executive,Tampa,Southern,Electronics,177000,95,0062S00000tyg8YQAQ,1,24,1,10/24/2019
p7-9,500,0,500,Senior Account Executive,Newark,New York,Manufacturing,1416,67,0062S00000tyGc2QAE,1,183,7,3/31/2020
p0-3,153,0,500,NULL,Dallas,Red River,Engineering,199,100,0062S00000tyggBQAQ,1,63,3,12/2/2019
p0-3,1000,0,NULL,Purchasing Agent,Grand Rapids,Mid Western,Consulting,475,27,0062S00000tyGjhQAE,1,0,0,8/22/2019
p0-3,100,0,100,Senior Account Executive,Richmond,Coastal,Banking,2479,81,0062S00000tygZoQAI,1,0,2,11/29/2019
p0-3,104,1,500,Market & Territory Strategist,Grand Rapids,Mid Western,Telecommunications,3,28,0062S00000tyH59QAE,1,0,1,9/25/2019
p0-3,1454,0,100,Senior Account Executive,Minneapolis,Central,Transportation,591,65,0062S00000tyHDmQAM,1,3,3,11/15/2019
p4-6,502,0,500,Regional Sales Manager,Nashville,Coastal,Agriculture,700,44,0062S00000tyHSwQAM,1,117,6,2/25/2020
p13+,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Automobile Parts Manufacturing,70300,95,0062S00000tyI9qQAE,1,214,16,12/31/2020
p4-6,3297,0,3297,Senior Account Executive,Newark,New York,Banks & Credit Unions,12400,96,0062S00000tyIBSQA2,1,0,4,12/31/2019
p0-3,181,0,500,Account Executive,San Diego,SoCal,Banking,255,31,0062S00000tzkETQAY,1,9,2,1/9/2020
p10-12,500,0,500,Senior Account Executive,Pittsburgh,Mid Atlantic,Other,3200,58,0062S00000tzl6VQAQ,1,0,12,11/30/2020
p10-12,4586,0,5809,NULL,Grand Rapids,Mid Western,Telecommunications,1972,85,0062S00000tzL88QAE,1,0,10,8/17/2020
p10-12,500,0,500,Senior Account Executive,Newark,New York,Higher Education,4600,56,0062S00000tzLfHQAU,1,0,12,10/31/2020
p0-3,496,1,500,Senior Account Executive,Richmond,Coastal,Education,13300,93,0062S00000tzlMEQAY,1,16,2,1/16/2020
p7-9,1000,0,1000,Senior Account Executive,Richmond,Coastal,Banking,1416,68,0062S00000tzMgLQAU,1,24,9,7/24/2020
p13+,500,0,500,NULL,Philadelphia,Mid Atlantic,Higher Education,2868,65,0062S00000tzNABQA2,0,609,17,8/31/2021
p4-6,268,1,300,Account Executive,Newark,New York,Agriculture,74,23,0062S00000vOiR5QAK,1,7,4,9/25/2020
p13+,1500,0,2131,Senior Account Executive,Chicago,Central,Transportation,4600,78,0062S00000vOJscQAG,0,396,11,5/31/2021
p0-3,160,1,160,Senior Account Executive,Boston,New England,Brokerage,70,29,0062S00000vOkAVQA0,1,1,0,5/7/2020
p4-6,300,0,NULL,Account Executive,Newark,New York,Not For Profit,649,37,0062S00000vOkreQAC,1,0,4,9/9/2020
p0-3,200107,0,200000,Senior Account Executive,Chicago,Central,Biotechnology,2695,80,0062S00000vOKt7QAG,1,0,2,6/10/2020
p0-3,312,0,NULL,Customer Success Manager,Partnership,Channel Sales,Community Colleges,414,28,0062S00000vOKWcQAO,1,20,3,7/30/2020
p0-3,927,0,500,Senior Account Executive,Richmond,Coastal,Consulting,3090,58,0062S00000vOl5MQAS,1,0,1,6/29/2020
p7-9,2500,0,2500,Senior Account Executive,Chicago,Central,Technology,400,41,0062S00000vOLVQQA4,1,0,8,12/9/2020
p7-9,855,0,1500,Senior Account Executive,Newark,New York,Machinery,800,58,0062S00000vOM9GQAW,1,90,8,12/29/2020
p7-9,500,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,1040,73,0062S00000vNCfWQAW,1,13,9,10/13/2020
p10-12,1204,1,1129,Senior Account Executive,Charlotte,Coastal,Technology,750,32,0062S00000vNcTJQA0,1,71,10,12/10/2020
p10-12,1647,0,1319,Senior Account Executive,Hartford,New England,Engineering Services,2736,80,0062S00000vNDoUQAW,1,31,11,12/31/2020
p10-12,2119,0,2119,Senior Account Executive,Boston,New England,Membership Organizations,1400,50,0062S00000vNDrTQAW,1,344,12,1/6/2021
p4-6,630,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Banking,127,29,0062S00000vNdRYQA0,1,32,6,8/18/2020
p0-3,90,1,250,Account Executive,Atlanta,Southern,Other,53,27,0062S00000vNe3hQAC,1,0,1,3/18/2020
p13+,500,0,500,Senior Account Executive,Charlotte,Coastal,Food & Beverage,169835,90,0062S00000vNE4mQAG,1,22,13,2/22/2021
p10-12,500,0,500,Customer Success Manager,Support,Customer Success,Consulting,200,30,0062S00000vNe67QAC,0,274,13,1/29/2021
p10-12,500,0,500,Senior Account Executive,Milwaukee,Central,Retail,8,55,0062S00000vNEVYQA4,1,0,12,1/12/2021
p0-3,4425,0,4425,Senior Account Executive,Dallas,Red River,Education,2200,49,0062S00000xIMl5QAG,1,21,2,10/21/2020
p0-3,375,1,500,Senior Account Executive,Dallas,Red River,Retail,3600,66,0062S00000xImR7QAK,1,4,1,10/12/2020
p0-3,860,1,150,Senior Account Executive,Charlotte,Coastal,Chemicals,10170,95,0062S00000xIMRZQA4,1,3,1,9/21/2020
p4-6,1000,0,1000,Sales Development Representative,Grand Rapids,Mid Western,Banking,100,29,0062S00000xInmXQAS,0,0,6,1/31/2021
p0-3,448,0,200,Senior Account Executive,San Diego,SoCal,Education,18,56,0062S00000vYCeBQAW,1,90,3,9/28/2020
p4-6,120,1,150,Senior Account Executive,Milwaukee,Central,Retail,600,33,0062S00000vYCksQAG,1,106,4,10/14/2020
p0-3,388,0,NULL,Senior Account Executive,Washington DC,Mid Atlantic,Consulting,1812,58,0062S00000xeB54QAE,0,0,1,5/31/2021
p13+,1955,0,500,Senior Account Executive,Los Angeles,SoCal,Government,42000,58,0062S00000xeBDhQAM,0,0,1,5/31/2022
p0-3,10000,0,10000,Senior Account Executive,Dallas,Red River,Finance,380,22,0062S00000xebnlQAA,0,0,0,5/27/2021
p0-3,500,0,500,Regional Sales Manager,Newark,New York,Other,1931,58,0062S00000xeBUxQAM,1,0,0,2/28/2021
p0-3,884,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Legal Services,1047,51,0062S00000xeCCQQA2,0,31,1,3/31/2021
p7-9,3469,0,2644,Senior Account Executive,Tampa,Southern,Communications,1233,51,0062S00000xeCg6QAE,0,0,1,11/30/2021
p4-6,1200,0,1200,Senior Account Executive,Oklahoma City,Rocky Mountain,Local,1949,47,0062S00000xeCr4QAE,0,0,1,6/30/2021
p13+,750,0,750,Senior Account Executive,Oklahoma City,Rocky Mountain,Insurance,290,35,0062S00000xeCsqQAE,0,0,1,6/30/2022
p0-3,3911,1,2000,Senior Account Executive,Richmond,Coastal,Government,5315,63,0062S00000xIBiOQAW,1,8,2,10/8/2020
p7-9,500,0,500,Senior Account Executive,Boston,New England,Hospitals / Health Care,6500,83,0062S00000xIbp3QAC,0,0,6,6/30/2021
p0-3,560,1,892,Senior Account Executive,Atlanta,Southern,Education,35000,91,0062S00000xIBzKQAW,1,3,0,8/31/2020
p10-12,300,0,300,"Sales Manager, SMB",Inside Sales,SMB,Manufacturing,1050,58,0062S00000xIbzmQAC,0,273,6,9/30/2021
p0-3,3080,1,NULL,Senior Account Executive,Dallas,Red River,Manufacturing,17000,95,0062S00000xICq4QAG,1,0,3,11/30/2020
p4-6,10877,1,10728,Senior Account Executive,Dallas,Red River,Medical Devices,24000,80,0062S00000xID12QAG,1,82,4,12/21/2020
p7-9,804,0,NULL,Account Executive,Inside Sales,SMB,Government,305,22,0062S00000xIdKHQA0,0,181,6,4/30/2021
p4-6,109,0,109,Account Executive,Inside Sales,SMB,Education,500,35,0062S00000xIdPrQAK,0,151,6,3/31/2021
p4-6,50,0,50,Senior Account Executive,San Antonio,Red River,Machinery,1000,58,0062S00000xK1PPQA0,0,181,3,6/30/2021
p4-6,7920,0,500,Senior Account Executive,Orlando,Southern,Banking,5000,81,0062S00000xK1r9QAC,0,0,3,6/30/2021
p10-12,52,0,200,Account Executive,Inside Sales,SMB,Education,404,33,0062S00000xK1YrQAK,0,301,3,10/28/2021
p0-3,1357,0,500,Senior Account Executive,Raleigh,Coastal,Consulting,700,41,0062S00000xK2j7QAC,1,8,3,3/8/2021
p7-9,3059,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Community Colleges,3200,47,0062S00000xK2w1QAC,0,243,3,8/31/2021
p7-9,613,0,503,Senior Account Executive,Philadelphia,Mid Atlantic,Chemicals,1500,76,0062S00000xK3FNQA0,0,122,3,9/30/2021
p10-12,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Information Technology Services,1075,51,0062S00000xK3LuQAK,0,0,3,12/31/2021
p0-3,500,0,500,Senior Account Executive,Newark,New York,Other,1581,59,0062S00000xK4eOQAS,1,0,1,1/7/2021
p0-3,500,0,NULL,Senior Account Executive,Newark,New York,Finance,1464,81,0062S00000xK4MyQAK,1,0,3,3/16/2021
p0-3,77,0,500,Senior Account Executive,Los Angeles,SoCal,Wholesale Sector,679,37,0062S00000xK5SYQA0,1,0,1,1/26/2021
p0-3,107,1,100,Senior Account Executive,Nashville,Coastal,Manufacturing,600,41,0062S00000xK5T7QAK,1,1,1,1/7/2021
p0-3,500,0,500,Senior Channel Account Manager,Partnership,Channel Sales,Technology,325,26,0062S00000xKZS9QAO,1,36,2,3/8/2021
p0-3,41,0,100,Senior Account Executive,Dallas,Red River,Manufacturing,500,41,0062S00000yxa1bQAA,0,61,1,4/30/2021
p0-3,6984,0,6984,Senior Account Executive,Newark,New York,Health Insurance,4700,81,0062S00000yxb6XQAQ,0,30,1,4/30/2021
p4-6,80,0,500,Senior Account Executive,Charlotte,Coastal,Healthcare,0,33,0062S00000yxbu8QAA,0,0,1,6/30/2021
p13+,6357,0,6357,Senior Account Executive,Oklahoma City,Rocky Mountain,Healthcare,58,50,0062S00000yxcfsQAA,0,0,1,3/31/2022
p4-6,10,0,NULL,Senior Account Executive,Los Angeles,SoCal,Government,42000,58,0062S00000yxcNKQAY,1,122,4,6/30/2021
p4-6,914,0,300,Senior Account Executive,Nashville,Coastal,Consulting,6300,61,0062S00000yxcpxQAA,0,0,1,8/31/2021
p0-3,1000,0,1000,Senior Account Executive,Hartford,New England,Consulting,700,47,0062S00000yxd5vQAA,0,30,1,4/30/2021
p0-3,100,0,100,Senior Account Executive,Nashville,Coastal,Transportation,10885,78,0062S00000yxddTQAQ,1,0,0,2/18/2021
p0-3,940,0,500,Senior Account Executive,Dallas,Red River,Other,22200,87,0064400000moOrMAAU,1,0,0,1/19/2018
p0-3,634.6,1,500,Director of Channel Sales,Enterprise,Enterprise,Technology,350,46,0064400000mopA8AAI,1,8,1,3/8/2018
p13+,100,0,100,NULL,Grand Rapids,Mid Western,Not For Profit,45,24,0064400000moPQRAA2,0,513,38,1/29/2020
p0-3,256,1,882,Senior Account Executive,Chicago,Central,Healthcare,827,52,0064400000mopTtAAI,1,22,0,2/23/2018
p0-3,220,1,150,Senior Account Executive,Chicago Loop,Central,Other,3,23,0064400000moPU4AAM,1,17,0,1/18/2018
p13+,750,0,750,Senior Account Executive,Grand Rapids,Mid Western,Manufacturing,1121,58,0064400000moQ3xAAE,1,395,15,4/30/2019
p0-3,22,1,NULL,Regional Sales Team Lead,Atlanta,Southern,Consulting,32,23,0064400000moQ7CAAU,1,0,0,1/1/2018
p13+,1000,0,1000,Senior Account Executive,Oklahoma City,Rocky Mountain,Education,9692,51,0064400000moQeFAAU,1,822,29,6/30/2020
p0-3,879,0,879,Senior Account Executive,Tampa,Southern,Healthcare,1700,54,0064400000moqmfAAA,1,10,3,5/10/2018
p4-6,500,0,500,Director of Channel Sales,Enterprise,Enterprise,Consulting,7000,67,0064400000moQvuAAE,1,0,5,6/30/2018
p0-3,155,0,500,Senior Account Executive,Jacksonville,Southern,Engineering,776,41,0064400000mor5DAAQ,1,48,3,5/18/2018
p0-3,179,1,500,Director of Channel Sales,Partnership,Channel Sales,Telecom / Communication Services,144500,94,0064400000mq9FsAAI,1,24,1,4/25/2018
p13+,626,0,1000,Account Executive,Inside Sales,SMB,Other,150,28,0064400000mqB06AAE,0,1371,36,12/31/2021
p0-3,5000,0,5000,Senior Account Executive,Detroit,Mid Western,Utilities,9900,15,0064400000mqCHvAAM,1,0,1,4/30/2018
p0-3,344,0,1000,Senior Account Executive,St Louis,Central,Machinery,900,48,0064400000mqCMvAAM,1,0,0,3/30/2018
p4-6,500,0,500,Senior Account Executive,Minneapolis,Central,Banking,7143,24,0064400000mqCTwAAM,1,40,5,8/8/2018
p4-6,694,0,1000,Senior Account Executive,Dallas,Red River,Retail,325,30,0064400000mqD0gAAE,1,157,6,9/4/2018
p4-6,4391,0,NULL,Hardware Consultant/Sales,Grand Rapids,Mid Western,Education,342,30,0064400000p0a4pAAA,1,75,4,7/11/2018
p4-6,500,0,500,NULL,Richmond,Coastal,Healthcare,3200,31,0064400000p0a7eAAA,1,12,4,7/31/2018
p0-3,176,0,500,Senior Account Executive,Long Island,New York,Higher Education,1185,56,0064400000p0bxxAAA,1,0,1,4/13/2018
p0-3,123,1,0,Sales Development Representative,Atlanta,Southern,Not For Profit,1093,63,0064400000p0c2nAAA,1,23,2,5/24/2018
p4-6,500,0,500,Senior Account Executive,Richmond,Coastal,Technology,2125,72,0062S00000szoc8QAA,1,97,4,4/6/2020
p4-6,1000,0,1000,Senior Account Executive,Hartford,New England,Colleges & Universities,600,46,0062S00000szPrQQAU,1,0,5,4/30/2020
p0-3,816,1,819,Senior Account Executive,Pittsburgh,Mid Atlantic,Education,6245,65,0062S00000szpUFQAY,1,71,3,3/31/2020
p10-12,2189,1,1457,Senior Account Executive,Salt Lake City,Rocky Mountain,Manufacturing,1700,58,0062S00000szpWpQAI,1,302,10,10/28/2020
p0-3,300,1,300,Account Executive,Inside Sales,SMB,Consulting,260,27,0062S00000szq4rQAA,1,1,2,2/7/2020
p0-3,1416,1,3252,Senior Account Executive,Richmond,Coastal,Manufacturing,2765,13,0062S00000szqqqQAA,1,7,1,1/29/2020
p7-9,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Government,0,58,0062S00000szQxoQAE,1,0,8,7/6/2020
p13+,500,0,500,Regional Sales Manager,Philadelphia,Mid Atlantic,Not For Profit,16,19,0062S00000szRgFQAU,1,339,14,1/4/2021
p0-3,430,1,NULL,Senior Account Executive,Denver,Rocky Mountain,Retail,2900,15,0062S00000tyJH7QAM,1,1,0,8/31/2019
p13+,500,0,500,Account Executive,Inside Sales,SMB,Legal Services,192,24,0062S00000tyJpxQAE,1,731,28,12/31/2021
p7-9,500,0,500,Senior Account Executive,Newark,New York,Education,654,28,0062S00000tykGCQAY,1,0,9,6/24/2020
p0-3,7490,1,3750,Senior Account Executive,Dallas,Red River,Construction,5621,15,0062S00000tykYGQAY,1,7,2,11/7/2019
p10-12,446,0,1,Senior Account Executive,Raleigh,Coastal,Technology,102,33,0062S00000tyLADQA2,1,139,10,6/18/2020
p10-12,500,0,500,Senior Account Executive,Raleigh,Coastal,Government,18000,58,0062S00000tyLCsQAM,1,0,10,6/9/2020
p0-3,245,1,219,Senior Account Executive,Minneapolis,Central,Healthcare,220,31,0062S00000tylgQQAQ,1,22,1,10/23/2019
p0-3,1905,0,500,Senior Account Executive,Nashville,Coastal,Education,1096,49,0062S00000tznjFQAQ,1,2,1,12/2/2019
p0-3,500,0,500,Senior Channel Account Manager,Partnership,Channel Sales,Consulting,100,28,0062S00000tznRGQAY,1,12,3,2/24/2020
p7-9,500,0,500,Senior Account Executive,Newark,New York,Hospitals,620,44,0062S00000tznU5QAI,1,0,7,6/24/2020
p4-6,43,0,NULL,Hardware Consultant/Sales,Denver,Rocky Mountain,Construction,712,40,0062S00000tzNZQQA2,1,143,6,4/21/2020
p0-3,54,0,54,Senior Account Executive,Raleigh,Coastal,Other,8,27,0062S00000tzObwQAE,1,0,1,11/11/2019
p4-6,435,1,435,Senior Account Executive,Enterprise,Enterprise,Technology,14,19,0062S00000tzOs4QAE,1,25,4,2/25/2020
p10-12,500,0,500,Senior Account Executive,Orlando,Southern,Healthcare,10000,98,0062S00000tzpbhQAA,1,0,11,10/31/2020
p0-3,2998,0,500,Senior Account Executive,Boston,New England,Manufacturing - Durables,1238,95,0062S00000tzpbrQAA,1,0,0,11/20/2019
p10-12,108,0,NULL,Senior Account Executive,Louisville,Coastal,Utilities,148,22,0062S00000tzPl4QAE,1,335,11,9/30/2020
p7-9,300,0,300,Account Executive,Newark,New York,Social Assistance,260,33,0062S00000tzpqXQAQ,1,202,8,7/20/2020
p0-3,507,0,44,Senior Account Executive,Enterprise,Enterprise,Consulting,126,22,0062S00000vOMr8QAG,1,0,1,5/20/2020
p0-3,500,0,500,Senior Account Executive,Boston,New England,Insurance,5191,81,0062S00000vONVhQAO,0,0,11,6/30/2020
p13+,500,0,500,Account Executive,Inside Sales,SMB,Manufacturing,383,34,0062S00000vOnYfQAK,0,0,10,10/29/2021
p0-3,750,0,750,Account Executive,Atlanta,Southern,Education,330,28,0062S00000vOO64QAG,1,27,1,5/27/2020
p13+,3000,0,3000,Senior Account Executive,Oklahoma City,Rocky Mountain,Government,3897,43,0062S00000vOoqoQAC,0,365,10,8/31/2021
p0-3,550,1,1041,Enterprise Account Executive,Atlanta,Southern,Electronics,0,59,0062S00000vOOtMQAW,1,44,3,7/14/2020
p4-6,607,0,2576,Senior Account Executive,Salt Lake City,Rocky Mountain,Information Technology Services,235,30,0062S00000vNf7nQAC,1,0,4,6/30/2020
p4-6,92,0,300,Account Executive,Chicago,Central,Engineering,44,27,0062S00000vNFC8QAO,1,117,5,6/24/2020
p0-3,500,0,500,Senior Account Executive,Detroit,Mid Western,Utilities,44460,95,0062S00000vNFDuQAO,1,0,1,2/4/2020
p0-3,411,0,500,Senior Account Executive,Richmond,Coastal,Healthcare,200,36,0062S00000vNFeHQAW,1,0,1,2/21/2020
p0-3,68,0,65,Customer Success Manager,Support,Customer Success,Consulting,45,27,0062S00000vNfm7QAC,1,2,1,3/2/2020
p4-6,155,0,155,Senior Account Executive,Newark,New York,Healthcare,0,93,0062S00000vNfQfQAK,1,0,4,6/15/2020
p4-6,3168,0,2000,Senior Account Executive,Richmond,Coastal,Retail,23251,91,0062S00000vNgcXQAS,1,0,5,7/21/2020
p13+,300,0,NULL,Account Executive,Inside Sales,SMB,Consulting,60,28,0062S00000vNGkVQAW,1,1828,60,1/31/2025
p4-6,98,0,98,Senior Account Executive,Cleveland,Mid Western,Healthcare,50,69,0062S00000vNH7AQAW,1,5,4,5/5/2020
p4-6,2276,0,1859,Senior Account Executive,Oklahoma City,Rocky Mountain,Insurance,280,35,0062S00000vNHkMQAW,1,119,5,6/17/2020
p4-6,4198,1,4198,Account Executive,Chicago,Central,Insurance,280,17,0062S00000vNHmrQAG,1,107,4,5/31/2020
p0-3,932,1,2000,Enterprise Account Executive,Enterprise,Enterprise,Government,1830,54,0062S00000vYCuxQAG,1,0,0,6/29/2020
p4-6,22,0,NULL,Customer Success Manager,Partnership,Channel Sales,Construction,250,20,0062S00000vYCzYQAW,1,15,4,10/15/2020
p0-3,640,0,NULL,Enterprise Account Executive,Enterprise,Enterprise,Computer Software,1300,66,0062S00000vYdbWQAS,1,0,0,7/28/2020
p0-3,536,0,NULL,Enterprise Account Executive,Enterprise,Enterprise,Computer Software,1300,66,0062S00000vYdfOQAS,1,17,1,8/17/2020
p10-12,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Healthcare,360,28,0062S00000vYDtRQAW,0,304,9,4/30/2021
p10-12,7510,0,7510,NULL,Tampa,Southern,Consulting,1051,46,0062S00000vYEJPQA4,0,0,9,6/30/2021
p0-3,434,0,500,Senior Account Executive,Miami,Southern,Government,6500,19,0062S00000vYELkQAO,1,14,2,8/17/2020
p0-3,3896.48,1,4538,Senior Account Executive,Newark,New York,Other,19000,100,0062S00000vYEW4QAO,1,0,1,7/31/2020
p10-12,146,0,146,Senior Account Executive,Miami,Southern,Utilities,10000,72,0062S00000vYF8wQAG,0,242,9,4/30/2021
p7-9,500,0,500,Senior Account Executive,Milwaukee,Central,Healthcare,3000,66,0062S00000xeDJSQA2,0,0,0,10/31/2021
p0-3,15972,0,15000,Senior Account Executive,Dallas,Red River,Computer Software,2208,58,0062S00000xeE4TQAU,0,30,0,4/30/2021
p4-6,500,0,500,Regional Sales Manager,Boston,New England,US Municipal Governments,3646,63,0062S00000xeEACQA2,0,183,0,9/30/2021
p0-3,1352,0,500,Senior Account Executive,Charlotte,Coastal,Healthcare,600,42,0062S00000xeED1QAM,1,0,0,3/4/2021
p0-3,822,0,960,Senior Account Executive,Los Angeles,SoCal,Government,42000,58,0062S00000xeFpkQAE,0,0,0,6/30/2021
p0-3,500,0,500,Senior Account Executive,Newark,New York,Biotechnology,1300,67,0062S00000xeGEVQA2,1,0,0,3/8/2021
p0-3,1000,0,1000,Senior Account Executive,Columbus,Mid Western,Healthcare,3500,61,0062S00000xeH1mQAE,0,0,0,5/31/2021
p0-3,507,0,500,Sales Development Representative,Grand Rapids,Mid Western,Technology,120,30,0062S00000xeH9vQAE,0,0,0,3/31/2021
p4-6,1130,0,500,Senior Account Executive,Atlanta,Southern,Retail,1214,94,0062S00000xIdQFQA0,1,6,4,1/6/2021
p0-3,837,1,500,Senior Account Executive,Charlotte,Coastal,Technology,750,32,0062S00000xIe1QQAS,1,2,0,9/23/2020
p13+,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Utilities,1800,66,0062S00000xIeCJQA0,0,0,6,12/31/2021
p7-9,654,0,1000,Senior Account Executive,San Antonio,Red River,Food & Beverage,87000,94,0062S00000xIEJ7QAO,0,243,7,5/31/2021
p4-6,414,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Manufacturing,1135,58,0062S00000xIenAQAS,1,0,4,1/21/2021
p0-3,2015,1,500,Senior Account Executive,Chicago,Central,Education,4800,56,0062S00000xIepQQAS,1,1,1,10/31/2020
p0-3,246,1,333,Senior Account Executive,Milwaukee,Central,"Energy, Utilities & Waste Treatment Gene",2357,36,0062S00000xIeSHQA0,1,21,3,12/21/2020
p13+,500,0,500,Senior Account Executive,Nashville,Coastal,Banking,743,64,0062S00000xI50fQAC,0,335,7,9/30/2021
p0-3,32200,0,17817,Enterprise Account Executive,Enterprise,Enterprise,Retail,10,27,0062S00000xI5PGQA0,1,6,0,8/31/2020
p0-3,313,0,500,Senior Account Executive,Charlotte,Coastal,Machinery,900,37,0062S00000xI6zZQAS,1,0,1,9/11/2020
p10-12,1000,0,1000,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,786,63,0062S00000xK6RgQAK,0,0,3,12/31/2021
p0-3,929,1,NULL,Senior Account Executive,Minneapolis,Central,Utilities,11640,87,0062S00000xK6RRQA0,1,0,0,12/22/2020
p0-3,24,1,15,Senior Customer Success Manager,Support,Customer Success,Consulting,45,27,0062S00000xK6ULQA0,1,12,1,1/12/2021
p4-6,91,0,100,Senior Account Executive,Chicago,Central,Healthcare,3180,61,0062S00000xK6ZaQAK,0,120,3,4/30/2021
p4-6,1500,0,1500,Enterprise Account Executive,Enterprise,Enterprise,Government,1200,58,0062S00000xK7DuQAK,0,0,3,5/31/2021
p0-3,1438,0,293,Contract Pricing Specialist                       ,Long Island,New York,Technology,7,23,0062S00000xK7vDQAS,1,0,3,3/22/2021
p0-3,96,0,100,Senior Account Executive,Washington DC,Mid Atlantic,Electronics,24000,66,0062S00000yxeauQAA,1,0,0,2/26/2021
p0-3,2500,0,2500,Senior Account Executive,San Antonio,Red River,Banking,1700,59,0062S00000yxenZQAQ,0,0,1,5/31/2021
p4-6,2411,0,500,Senior Account Executive,Los Angeles,SoCal,Government,42000,58,0062S00000yxgDEQAY,0,61,1,6/30/2021
p4-6,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Education,208,46,0062S00000yxgDJQAY,0,122,1,7/31/2021
p13+,500,0,500,NULL,Grand Rapids,Mid Western,Investment Firms,4000,81,0062S00000yxH9vQAE,0,0,2,6/30/2022
p13+,6979,0,2000,Senior Account Executive,Raleigh,Coastal,Telecommunications,250,35,0064400000mos0TAAQ,1,610,22,12/31/2019
p0-3,108,1,NULL,Account Executive,Grand Rapids,Mid Western,Government,160,26,0064400000mosJaAAI,1,13,0,2/14/2018
p0-3,834.7,0,NULL,Hardware Consultant/Sales,Support,Customer Success,Healthcare,8800,24,0064400000moSvjAAE,1,50,2,3/22/2018
p0-3,500,0,500,Senior Account Executive,Richmond,Coastal,Banking,180,29,0064400000moTePAAU,1,0,1,2/23/2018
p7-9,5000,0,5000,Senior Account Executive,Dallas,Red River,Education,8000,65,0064400000moTTRAA2,1,181,8,9/28/2018
p13+,500,0,500,Account Executive,Cleveland,Mid Western,Education,3000,56,0064400000moTXYAA2,1,62,24,1/30/2020
p4-6,500,0,500,Senior Account Executive,Birmingham,Southern,Education,920,31,0064400000p0cbRAAQ,1,183,6,9/30/2018
